bug_id,data_abertura,data_fechamento,severidade,status,sistema,sprint,responsavel,tempo_correcao,prioridade,prioridade_num,ambiente,tipo_bug,reincidente
2036,2025-07-15,2025-07-18,Crítica,Aberto,Login,Sprint 10,Ana,77,Média,2,Homologação,Backend,Não
2037,2025-08-10,2025-08-14,Baixa,Aberto,Mobile App,Sprint 11,Marcos,108,Baixa,1,Homologação,Frontend,Não
2038,2025-11-01,2025-11-05,Baixa,Aberto,API Clientes,Sprint 2,Ana,106,Baixa,1,Homologação,Frontend,Não
2039,2026-01-10,2026-01-15,Alta,Fechado,API Clientes,Sprint 5,Rafael,120,Média,2,Produção,Frontend,Sim
2040,2025-12-16,2025-12-17,Média,Aberto,Pagamento,Sprint 8,Carlos,34,Baixa,1,Homologação,Frontend,Não
2041,2025-07-02,2025-07-05,Crítica,Aberto,Relatórios,Sprint 8,Fernanda,79,Baixa,1,Produção,Frontend,Sim
2042,2025-07-16,2025-07-18,Baixa,Fechado,API Clientes,Sprint 10,Carlos,57,Alta,3,Homologação,Frontend,Sim
2043,2025-04-09,2025-04-09,Baixa,Fechado,Dashboard,Sprint 5,Rafael,17,Média,2,Produção,API,Sim
2044,2025-02-23,2025-02-24,Alta,Aberto,Pagamento,Sprint 1,Carlos,29,Alta,3,Produção,API,Não
2045,2025-04-28,2025-05-02,Crítica,Fechado,Dashboard,Sprint 7,Rafael,117,Média,2,Homologação,API,Sim
2046,2025-11-23,2025-11-25,Alta,Fechado,Dashboard,Sprint 7,Rafael,48,Média,2,Produção,Frontend,Não
2047,2025-10-01,2025-10-03,Média,Fechado,API Clientes,Sprint 7,Carlos,62,Baixa,1,Produção,Frontend,Sim
2048,2025-06-29,2025-07-03,Baixa,Aberto,Pagamento,Sprint 1,Rafael,99,Baixa,1,Homologação,API,Sim
2049,2025-07-24,2025-07-24,Crítica,Fechado,Login,Sprint 8,Ana,13,Média,2,Homologação,API,Sim
2050,2024-08-11,2024-08-13,Baixa,Fechado,API Clientes,Sprint 2,Ana,70,Baixa,1,Produção,API,Sim
2051,2024-08-30,2024-08-31,Baixa,Fechado,Login,Sprint 4,Marcos,44,Alta,3,Produção,Backend,Não
2052,2025-11-06,2025-11-06,Baixa,Fechado,Mobile App,Sprint 4,Fernanda,14,Baixa,1,Produção,Frontend,Não
2053,2025-07-12,2025-07-13,Alta,Fechado,Dashboard,Sprint 4,Rafael,47,Alta,3,Homologação,Frontend,Sim
2054,2025-07-28,2025-07-31,Baixa,Aberto,Relatórios,Sprint 7,Ana,91,Baixa,1,Homologação,API,Não
2055,2025-06-11,2025-06-13,Crítica,Fechado,API Clientes,Sprint 1,Ana,58,Média,2,Produção,API,Sim
2056,2025-04-18,2025-04-19,Média,Fechado,Pagamento,Sprint 8,Fernanda,43,Baixa,1,Homologação,Backend,Não
2057,2025-03-28,2025-04-01,Baixa,Fechado,Relatórios,Sprint 2,Marcos,106,Baixa,1,Produção,Frontend,Não
2058,2025-11-14,2025-11-14,Baixa,Fechado,API Clientes,Sprint 7,João,3,Baixa,1,Produção,Backend,Não
2059,2025-03-19,2025-03-22,Baixa,Aberto,Login,Sprint 1,João,81,Alta,3,Homologação,API,Não
2060,2025-05-16,2025-05-16,Baixa,Aberto,Mobile App,Sprint 11,Fernanda,16,Média,2,Produção,API,Sim
2061,2025-01-30,2025-02-03,Alta,Aberto,Dashboard,Sprint 4,Juliana,106,Alta,3,Produção,Backend,Sim
2062,2025-08-15,2025-08-15,Baixa,Fechado,Mobile App,Sprint 10,Rafael,6,Média,2,Homologação,Backend,Não
2063,2024-10-14,2024-10-17,Baixa,Aberto,API Clientes,Sprint 10,João,82,Baixa,1,Produção,Backend,Não
2064,2025-04-10,2025-04-13,Alta,Aberto,API Clientes,Sprint 7,Carlos,78,Alta,3,Produção,Frontend,Não
2065,2025-08-23,2025-08-24,Crítica,Fechado,Relatórios,Sprint 5,Ana,37,Baixa,1,Produção,Frontend,Não
2066,2024-08-28,2024-08-30,Média,Fechado,Relatórios,Sprint 10,Carlos,56,Baixa,1,Homologação,Frontend,Sim
2067,2026-01-01,2026-01-04,Média,Fechado,Mobile App,Sprint 3,Carlos,92,Média,2,Produção,Backend,Sim
2068,2026-03-07,2026-03-09,Média,Aberto,Login,Sprint 7,Carlos,66,Média,2,Produção,API,Sim
2069,2025-06-04,2025-06-07,Alta,Aberto,Relatórios,Sprint 2,Ana,81,Alta,3,Homologação,API,Não
2070,2025-04-28,2025-05-02,Baixa,Aberto,API Clientes,Sprint 1,Juliana,116,Baixa,1,Homologação,API,Sim
2071,2024-11-15,2024-11-19,Crítica,Fechado,Dashboard,Sprint 9,Ana,105,Baixa,1,Produção,Frontend,Não
2072,2025-12-29,2026-01-02,Média,Fechado,Relatórios,Sprint 6,João,113,Média,2,Produção,API,Sim
2073,2024-09-01,2024-09-01,Alta,Aberto,API Clientes,Sprint 8,Fernanda,8,Baixa,1,Homologação,API,Sim
2074,2024-12-06,2024-12-10,Média,Fechado,Relatórios,Sprint 2,Fernanda,107,Baixa,1,Homologação,Frontend,Sim
2075,2026-03-09,2026-03-14,Crítica,Fechado,Pagamento,Sprint 10,Juliana,120,Baixa,1,Homologação,API,Sim
2076,2024-10-15,2024-10-17,Crítica,Fechado,Mobile App,Sprint 11,Carlos,60,Alta,3,Homologação,Frontend,Não
2077,2025-07-19,2025-07-20,Baixa,Fechado,Login,Sprint 10,João,30,Alta,3,Produção,Backend,Não
2078,2025-09-24,2025-09-24,Média,Aberto,API Clientes,Sprint 5,Juliana,6,Média,2,Produção,Backend,Não
2079,2026-01-11,2026-01-12,Crítica,Fechado,Pagamento,Sprint 5,Juliana,46,Baixa,1,Produção,API,Não
2080,2024-07-19,2024-07-22,Alta,Fechado,API Clientes,Sprint 9,Ana,90,Alta,3,Homologação,API,Não
2081,2025-08-28,2025-08-28,Crítica,Fechado,Pagamento,Sprint 2,João,4,Média,2,Produção,Frontend,Não
2082,2026-04-21,2026-04-21,Média,Aberto,Dashboard,Sprint 10,Rafael,14,Média,2,Produção,API,Não
2083,2025-02-25,2025-02-26,Média,Aberto,Relatórios,Sprint 10,Rafael,36,Alta,3,Produção,Backend,Não
2084,2025-11-24,2025-11-26,Média,Aberto,API Clientes,Sprint 3,Fernanda,69,Alta,3,Homologação,Backend,Sim
2085,2025-01-22,2025-01-26,Crítica,Aberto,API Clientes,Sprint 1,Marcos,97,Alta,3,Produção,Frontend,Não
2086,2024-11-07,2024-11-07,Baixa,Aberto,Dashboard,Sprint 11,Rafael,10,Baixa,1,Produção,Frontend,Não
2087,2025-05-09,2025-05-09,Média,Fechado,Mobile App,Sprint 7,Carlos,14,Baixa,1,Homologação,Frontend,Sim
2088,2024-08-14,2024-08-14,Alta,Aberto,API Clientes,Sprint 6,Rafael,6,Média,2,Produção,Frontend,Não
2089,2024-10-21,2024-10-25,Alta,Fechado,Pagamento,Sprint 5,Carlos,117,Média,2,Produção,Backend,Não
2090,2024-09-17,2024-09-20,Média,Fechado,Dashboard,Sprint 1,Rafael,84,Baixa,1,Homologação,Backend,Sim
2091,2025-12-25,2025-12-27,Crítica,Aberto,Relatórios,Sprint 3,Juliana,61,Alta,3,Homologação,API,Sim
2092,2025-05-02,2025-05-04,Baixa,Fechado,API Clientes,Sprint 9,Ana,70,Alta,3,Produção,Backend,Sim
2093,2024-06-18,2024-06-20,Crítica,Aberto,Pagamento,Sprint 6,Marcos,57,Média,2,Produção,Backend,Não
2094,2026-02-22,2026-02-23,Crítica,Aberto,Mobile App,Sprint 10,João,34,Alta,3,Homologação,Backend,Não
2095,2024-09-15,2024-09-18,Baixa,Fechado,Dashboard,Sprint 10,Fernanda,73,Média,2,Homologação,API,Sim
2096,2024-05-30,2024-05-30,Média,Aberto,Login,Sprint 11,Rafael,15,Baixa,1,Homologação,Backend,Sim
2097,2024-12-11,2024-12-14,Baixa,Fechado,Login,Sprint 2,João,90,Média,2,Produção,Backend,Sim
2098,2026-04-07,2026-04-08,Crítica,Aberto,API Clientes,Sprint 6,Ana,30,Alta,3,Homologação,API,Sim
2099,2024-08-06,2024-08-06,Alta,Fechado,Dashboard,Sprint 10,Carlos,13,Alta,3,Homologação,Backend,Sim
2100,2025-05-05,2025-05-05,Alta,Aberto,Dashboard,Sprint 9,Marcos,7,Baixa,1,Homologação,Frontend,Sim
2101,2025-08-27,2025-08-28,Crítica,Fechado,Mobile App,Sprint 9,Marcos,38,Média,2,Homologação,Backend,Não
2102,2024-06-08,2024-06-10,Alta,Fechado,Dashboard,Sprint 3,Carlos,53,Baixa,1,Homologação,Backend,Não
2103,2024-07-25,2024-07-29,Crítica,Fechado,Dashboard,Sprint 9,Carlos,111,Média,2,Homologação,Backend,Não
2104,2024-11-28,2024-11-29,Baixa,Fechado,Pagamento,Sprint 4,Rafael,29,Baixa,1,Homologação,Backend,Não
2105,2024-07-03,2024-07-07,Média,Aberto,API Clientes,Sprint 6,Juliana,113,Média,2,Homologação,Frontend,Sim
2106,2024-06-17,2024-06-19,Alta,Fechado,Pagamento,Sprint 1,Carlos,51,Alta,3,Homologação,Frontend,Sim
2107,2025-08-07,2025-08-07,Média,Fechado,Pagamento,Sprint 8,João,16,Baixa,1,Homologação,API,Não
2108,2024-08-15,2024-08-16,Média,Fechado,Relatórios,Sprint 2,João,40,Média,2,Produção,Frontend,Sim
2109,2025-09-06,2025-09-06,Baixa,Aberto,Dashboard,Sprint 9,Rafael,23,Média,2,Homologação,API,Não
2110,2025-05-13,2025-05-13,Baixa,Aberto,API Clientes,Sprint 10,Marcos,8,Baixa,1,Homologação,Backend,Não
2111,2024-09-20,2024-09-23,Média,Aberto,Pagamento,Sprint 10,Marcos,72,Baixa,1,Homologação,Backend,Sim
2112,2025-02-14,2025-02-19,Crítica,Aberto,Mobile App,Sprint 7,Rafael,120,Média,2,Homologação,Frontend,Não
2113,2026-04-03,2026-04-03,Baixa,Aberto,Login,Sprint 4,Marcos,10,Baixa,1,Homologação,Frontend,Não
2114,2025-06-04,2025-06-05,Crítica,Fechado,Mobile App,Sprint 10,Juliana,44,Baixa,1,Homologação,API,Sim
2115,2026-03-02,2026-03-04,Alta,Aberto,Dashboard,Sprint 5,Marcos,60,Alta,3,Produção,Backend,Sim
2116,2026-04-22,2026-04-22,Média,Fechado,Dashboard,Sprint 6,Rafael,16,Alta,3,Homologação,Frontend,Sim
2117,2025-11-07,2025-11-10,Alta,Fechado,Mobile App,Sprint 6,Fernanda,87,Média,2,Homologação,Backend,Sim
2118,2024-08-03,2024-08-07,Baixa,Aberto,Pagamento,Sprint 4,Ana,112,Baixa,1,Homologação,Backend,Não
2119,2024-08-29,2024-09-01,Baixa,Fechado,API Clientes,Sprint 7,Rafael,88,Alta,3,Produção,Frontend,Não
2120,2025-11-02,2025-11-05,Média,Fechado,Pagamento,Sprint 1,Ana,83,Alta,3,Homologação,API,Sim
2121,2025-02-20,2025-02-24,Crítica,Fechado,Mobile App,Sprint 1,Juliana,105,Baixa,1,Produção,Frontend,Não
2122,2026-02-13,2026-02-14,Alta,Fechado,Mobile App,Sprint 11,Ana,32,Baixa,1,Produção,Backend,Sim
2123,2025-10-04,2025-10-05,Média,Fechado,Relatórios,Sprint 4,Fernanda,42,Alta,3,Produção,Backend,Sim
2124,2025-04-19,2025-04-19,Baixa,Aberto,Mobile App,Sprint 7,João,5,Alta,3,Homologação,API,Não
2125,2025-03-26,2025-03-28,Crítica,Fechado,Pagamento,Sprint 5,Fernanda,66,Baixa,1,Homologação,API,Não
2126,2025-02-22,2025-02-23,Crítica,Aberto,Relatórios,Sprint 4,Rafael,34,Média,2,Homologação,API,Sim
2127,2025-11-22,2025-11-24,Média,Fechado,Mobile App,Sprint 9,Carlos,61,Alta,3,Produção,API,Não
2128,2024-12-08,2024-12-09,Baixa,Aberto,Relatórios,Sprint 8,Marcos,31,Alta,3,Homologação,API,Não
2129,2025-05-20,2025-05-24,Crítica,Aberto,Mobile App,Sprint 10,Carlos,103,Alta,3,Homologação,Backend,Não
2130,2024-10-26,2024-10-29,Média,Fechado,Login,Sprint 5,Rafael,75,Alta,3,Homologação,API,Sim
2131,2025-10-13,2025-10-14,Média,Aberto,Login,Sprint 12,Marcos,33,Média,2,Homologação,API,Não
2132,2025-05-25,2025-05-25,Média,Aberto,Relatórios,Sprint 11,Ana,23,Média,2,Homologação,Frontend,Sim
2133,2025-10-11,2025-10-12,Baixa,Aberto,Login,Sprint 11,Juliana,31,Alta,3,Homologação,Frontend,Não
2134,2024-12-20,2024-12-24,Média,Aberto,Relatórios,Sprint 9,Carlos,118,Baixa,1,Produção,Frontend,Sim
2135,2026-02-01,2026-02-01,Baixa,Aberto,Pagamento,Sprint 4,Ana,16,Baixa,1,Produção,Frontend,Sim
2136,2026-03-17,2026-03-20,Crítica,Fechado,API Clientes,Sprint 7,Carlos,89,Alta,3,Produção,Frontend,Não
2137,2026-02-16,2026-02-19,Baixa,Aberto,Relatórios,Sprint 2,Rafael,92,Média,2,Homologação,Frontend,Não
2138,2024-10-10,2024-10-12,Alta,Aberto,Mobile App,Sprint 4,Marcos,50,Baixa,1,Homologação,Backend,Sim
2139,2025-08-26,2025-08-29,Baixa,Fechado,Dashboard,Sprint 7,Rafael,83,Baixa,1,Produção,Frontend,Não
2140,2025-12-09,2025-12-10,Alta,Aberto,Login,Sprint 1,Ana,40,Média,2,Produção,Backend,Não
2141,2025-05-10,2025-05-14,Baixa,Fechado,Dashboard,Sprint 6,Juliana,118,Baixa,1,Homologação,Backend,Sim
2142,2026-02-25,2026-02-26,Baixa,Fechado,API Clientes,Sprint 11,João,43,Baixa,1,Homologação,Backend,Sim
2143,2025-05-19,2025-05-19,Crítica,Fechado,Dashboard,Sprint 2,Juliana,10,Baixa,1,Produção,API,Sim
2144,2026-02-01,2026-02-02,Crítica,Fechado,Login,Sprint 7,Marcos,37,Baixa,1,Homologação,API,Não
2145,2024-11-28,2024-11-28,Baixa,Fechado,Relatórios,Sprint 4,João,6,Alta,3,Homologação,API,Sim
2146,2026-04-20,2026-04-21,Média,Fechado,Relatórios,Sprint 12,Marcos,38,Alta,3,Homologação,Frontend,Não
2147,2025-03-23,2025-03-26,Baixa,Aberto,Relatórios,Sprint 7,Marcos,78,Média,2,Produção,Backend,Não
2148,2025-05-06,2025-05-10,Baixa,Fechado,Login,Sprint 6,Rafael,101,Alta,3,Homologação,Frontend,Não
2149,2024-05-11,2024-05-13,Crítica,Fechado,Login,Sprint 12,Marcos,59,Baixa,1,Produção,Frontend,Sim
2150,2025-05-27,2025-05-27,Crítica,Fechado,API Clientes,Sprint 11,Marcos,12,Baixa,1,Produção,Backend,Sim
2151,2025-11-09,2025-11-10,Baixa,Fechado,Pagamento,Sprint 2,Rafael,39,Baixa,1,Homologação,Backend,Não
2152,2026-02-11,2026-02-13,Baixa,Fechado,API Clientes,Sprint 8,Fernanda,66,Média,2,Produção,API,Sim
2153,2024-12-29,2024-12-31,Crítica,Aberto,Login,Sprint 2,Marcos,63,Média,2,Produção,Backend,Sim
2154,2025-02-05,2025-02-08,Crítica,Aberto,API Clientes,Sprint 5,Ana,78,Alta,3,Produção,Frontend,Não
2155,2024-12-15,2024-12-16,Baixa,Fechado,Login,Sprint 12,Fernanda,43,Alta,3,Homologação,Backend,Sim
2156,2025-10-04,2025-10-04,Alta,Fechado,Dashboard,Sprint 8,Rafael,14,Alta,3,Produção,Backend,Não
2157,2024-05-22,2024-05-26,Média,Aberto,Relatórios,Sprint 3,Ana,100,Alta,3,Homologação,Backend,Sim
2158,2025-07-12,2025-07-15,Baixa,Aberto,Login,Sprint 11,João,91,Alta,3,Produção,API,Não
2159,2025-11-03,2025-11-05,Baixa,Fechado,Pagamento,Sprint 4,Rafael,53,Média,2,Produção,Backend,Não
2160,2024-12-19,2024-12-19,Média,Fechado,Mobile App,Sprint 5,Carlos,23,Alta,3,Produção,Frontend,Não
2161,2025-10-12,2025-10-14,Média,Aberto,Mobile App,Sprint 5,Juliana,67,Alta,3,Homologação,Frontend,Sim
2162,2026-03-02,2026-03-02,Baixa,Fechado,Relatórios,Sprint 6,Carlos,18,Média,2,Homologação,Frontend,Sim
2163,2025-10-16,2025-10-20,Baixa,Aberto,Login,Sprint 10,Fernanda,101,Média,2,Produção,API,Sim
2164,2025-09-27,2025-10-01,Baixa,Aberto,Dashboard,Sprint 3,João,109,Média,2,Produção,API,Sim
2165,2024-12-04,2024-12-08,Média,Fechado,Login,Sprint 10,Ana,96,Média,2,Produção,Frontend,Sim
2166,2025-09-03,2025-09-05,Crítica,Fechado,Mobile App,Sprint 1,Carlos,60,Baixa,1,Homologação,Backend,Sim
2167,2025-10-14,2025-10-18,Alta,Fechado,Mobile App,Sprint 5,Ana,113,Alta,3,Produção,API,Não
2168,2024-10-09,2024-10-11,Média,Fechado,Dashboard,Sprint 3,Marcos,53,Alta,3,Homologação,Backend,Não
2169,2024-11-12,2024-11-16,Crítica,Aberto,Relatórios,Sprint 12,Marcos,99,Baixa,1,Produção,Backend,Sim
2170,2025-09-16,2025-09-20,Baixa,Aberto,Mobile App,Sprint 2,Carlos,104,Média,2,Homologação,Backend,Sim
2171,2026-02-13,2026-02-13,Crítica,Aberto,Mobile App,Sprint 3,Carlos,20,Média,2,Homologação,Backend,Sim
2172,2025-10-16,2025-10-20,Alta,Fechado,Dashboard,Sprint 9,Rafael,113,Alta,3,Produção,Backend,Sim
2173,2026-01-29,2026-01-31,Baixa,Fechado,Dashboard,Sprint 9,João,54,Alta,3,Produção,API,Não
2174,2025-01-27,2025-01-29,Média,Fechado,Dashboard,Sprint 9,Marcos,58,Baixa,1,Produção,API,Não
2175,2025-02-19,2025-02-19,Média,Fechado,Mobile App,Sprint 5,João,23,Média,2,Produção,API,Sim
2176,2025-12-14,2025-12-15,Baixa,Fechado,API Clientes,Sprint 5,Juliana,43,Média,2,Produção,Backend,Não
2177,2024-09-07,2024-09-09,Alta,Fechado,Login,Sprint 6,João,58,Alta,3,Produção,Frontend,Sim
2178,2024-05-30,2024-06-02,Baixa,Fechado,Dashboard,Sprint 2,Carlos,94,Baixa,1,Homologação,API,Não
2179,2024-09-01,2024-09-04,Baixa,Aberto,Login,Sprint 2,Carlos,94,Baixa,1,Homologação,API,Não
2180,2025-11-08,2025-11-08,Baixa,Aberto,Dashboard,Sprint 5,Juliana,13,Alta,3,Homologação,API,Não
2181,2026-02-27,2026-02-27,Média,Aberto,Mobile App,Sprint 1,João,7,Alta,3,Homologação,Frontend,Não
2182,2025-04-16,2025-04-20,Baixa,Aberto,Login,Sprint 2,Juliana,105,Média,2,Produção,Frontend,Não
2183,2025-10-14,2025-10-18,Alta,Aberto,Login,Sprint 3,Rafael,116,Média,2,Homologação,API,Sim
2184,2025-05-02,2025-05-02,Baixa,Fechado,Pagamento,Sprint 12,Ana,11,Média,2,Homologação,API,Não
2185,2025-02-25,2025-02-27,Alta,Aberto,API Clientes,Sprint 5,Carlos,57,Alta,3,Homologação,Frontend,Não
2186,2025-06-04,2025-06-07,Média,Fechado,Relatórios,Sprint 9,Carlos,91,Baixa,1,Homologação,API,Não
2187,2025-09-26,2025-09-29,Média,Aberto,Login,Sprint 1,João,83,Baixa,1,Homologação,API,Sim
2188,2024-11-09,2024-11-10,Baixa,Aberto,Mobile App,Sprint 10,Carlos,39,Alta,3,Produção,Backend,Não
2189,2024-12-12,2024-12-12,Média,Fechado,Login,Sprint 9,Marcos,17,Baixa,1,Homologação,Frontend,Sim
2190,2025-10-25,2025-10-27,Baixa,Aberto,Mobile App,Sprint 6,Marcos,70,Média,2,Produção,API,Não
2191,2024-12-03,2024-12-04,Alta,Fechado,Pagamento,Sprint 1,Fernanda,45,Baixa,1,Homologação,Frontend,Sim
2192,2025-02-21,2025-02-21,Crítica,Aberto,Mobile App,Sprint 1,João,8,Média,2,Homologação,API,Sim
2193,2024-10-30,2024-10-30,Crítica,Fechado,API Clientes,Sprint 5,Carlos,10,Alta,3,Produção,Backend,Não
2194,2024-11-02,2024-11-05,Média,Aberto,Mobile App,Sprint 4,Marcos,89,Alta,3,Homologação,Backend,Não
2195,2024-10-05,2024-10-09,Baixa,Aberto,API Clientes,Sprint 8,João,111,Baixa,1,Homologação,Frontend,Não
2196,2024-06-05,2024-06-06,Média,Aberto,Mobile App,Sprint 6,Rafael,42,Baixa,1,Produção,Frontend,Não
2197,2025-09-15,2025-09-16,Alta,Fechado,Pagamento,Sprint 7,Ana,28,Média,2,Homologação,Frontend,Não
2198,2024-10-11,2024-10-13,Média,Aberto,Mobile App,Sprint 3,Juliana,69,Média,2,Produção,Frontend,Sim
2199,2024-12-16,2024-12-17,Baixa,Aberto,Login,Sprint 12,Rafael,40,Média,2,Produção,API,Sim
2200,2024-11-23,2024-11-26,Baixa,Fechado,Pagamento,Sprint 1,Juliana,83,Média,2,Homologação,API,Não
2201,2024-12-13,2024-12-14,Média,Aberto,Login,Sprint 7,João,32,Baixa,1,Homologação,Frontend,Sim
2202,2025-06-18,2025-06-21,Alta,Fechado,API Clientes,Sprint 6,Rafael,79,Baixa,1,Homologação,Backend,Sim
2203,2024-11-30,2024-11-30,Crítica,Fechado,Pagamento,Sprint 7,Carlos,12,Baixa,1,Produção,Frontend,Não
2204,2024-12-26,2024-12-29,Baixa,Aberto,API Clientes,Sprint 6,Fernanda,86,Baixa,1,Produção,Frontend,Não
2205,2024-08-06,2024-08-08,Baixa,Aberto,Login,Sprint 8,Carlos,60,Média,2,Produção,Backend,Sim
2206,2025-11-21,2025-11-22,Baixa,Aberto,Pagamento,Sprint 7,Juliana,29,Alta,3,Produção,Frontend,Sim
2207,2026-01-22,2026-01-22,Baixa,Fechado,Mobile App,Sprint 1,Juliana,9,Média,2,Homologação,API,Sim
2208,2025-12-06,2025-12-08,Baixa,Fechado,Pagamento,Sprint 9,Fernanda,56,Baixa,1,Homologação,API,Sim
2209,2024-11-03,2024-11-06,Alta,Fechado,Mobile App,Sprint 8,Ana,94,Alta,3,Produção,Backend,Sim
2210,2026-05-01,2026-05-04,Alta,Aberto,API Clientes,Sprint 9,Rafael,91,Baixa,1,Produção,Frontend,Não
2211,2025-04-16,2025-04-19,Crítica,Aberto,Relatórios,Sprint 5,Fernanda,78,Baixa,1,Homologação,Frontend,Sim
2212,2026-03-15,2026-03-17,Média,Fechado,Pagamento,Sprint 1,Carlos,66,Baixa,1,Produção,API,Sim
2213,2025-03-24,2025-03-27,Média,Aberto,Pagamento,Sprint 11,Ana,79,Média,2,Produção,Backend,Sim
2214,2025-03-19,2025-03-20,Crítica,Fechado,Mobile App,Sprint 4,Juliana,36,Média,2,Produção,API,Sim
2215,2024-10-05,2024-10-05,Alta,Aberto,Mobile App,Sprint 1,Juliana,9,Média,2,Produção,API,Sim
2216,2026-04-13,2026-04-13,Média,Aberto,Dashboard,Sprint 12,Juliana,17,Baixa,1,Produção,Frontend,Sim
2217,2025-11-22,2025-11-22,Crítica,Fechado,Dashboard,Sprint 3,Juliana,17,Alta,3,Produção,Frontend,Não
2218,2025-01-12,2025-01-15,Baixa,Aberto,Relatórios,Sprint 2,João,92,Baixa,1,Homologação,Frontend,Não
2219,2025-04-23,2025-04-24,Média,Aberto,Mobile App,Sprint 1,Fernanda,33,Média,2,Produção,Backend,Não
2220,2025-12-26,2025-12-28,Crítica,Aberto,Relatórios,Sprint 9,Ana,59,Média,2,Produção,Frontend,Sim
2221,2026-03-12,2026-03-15,Baixa,Fechado,Mobile App,Sprint 11,Juliana,84,Baixa,1,Produção,Backend,Não
2222,2025-12-14,2025-12-16,Baixa,Aberto,Relatórios,Sprint 12,Marcos,49,Alta,3,Produção,Frontend,Sim
2223,2024-10-29,2024-10-30,Alta,Aberto,Relatórios,Sprint 7,João,34,Baixa,1,Produção,Frontend,Sim
2224,2025-12-07,2025-12-11,Baixa,Fechado,API Clientes,Sprint 1,Marcos,103,Baixa,1,Produção,Backend,Não
2225,2025-03-11,2025-03-14,Crítica,Fechado,API Clientes,Sprint 1,João,72,Média,2,Produção,API,Não
2226,2024-10-26,2024-10-31,Baixa,Fechado,Dashboard,Sprint 6,Carlos,120,Baixa,1,Homologação,API,Não
2227,2024-09-28,2024-10-02,Alta,Aberto,API Clientes,Sprint 7,João,100,Média,2,Produção,API,Não
2228,2024-06-02,2024-06-05,Média,Fechado,Dashboard,Sprint 1,Fernanda,78,Baixa,1,Homologação,Frontend,Não
2229,2024-06-01,2024-06-02,Média,Fechado,Pagamento,Sprint 7,Rafael,25,Baixa,1,Produção,Frontend,Não
2230,2024-06-11,2024-06-11,Média,Fechado,Mobile App,Sprint 3,Rafael,19,Média,2,Homologação,API,Não
2231,2026-02-20,2026-02-21,Média,Aberto,Mobile App,Sprint 9,Rafael,35,Alta,3,Produção,API,Não
2232,2024-05-16,2024-05-19,Baixa,Fechado,Pagamento,Sprint 11,Ana,77,Alta,3,Homologação,API,Sim
2233,2024-12-20,2024-12-23,Crítica,Fechado,Pagamento,Sprint 4,Marcos,85,Alta,3,Homologação,Frontend,Sim
2234,2024-10-02,2024-10-05,Crítica,Aberto,Dashboard,Sprint 11,Carlos,93,Média,2,Homologação,API,Sim
2235,2024-12-19,2024-12-20,Alta,Aberto,Login,Sprint 12,Ana,29,Baixa,1,Produção,Frontend,Não
2236,2026-04-03,2026-04-07,Crítica,Fechado,Login,Sprint 6,Juliana,109,Alta,3,Homologação,Backend,Não
2237,2025-05-29,2025-06-02,Crítica,Fechado,API Clientes,Sprint 6,Rafael,100,Alta,3,Homologação,Backend,Não
2238,2025-10-03,2025-10-06,Alta,Aberto,Dashboard,Sprint 4,João,93,Alta,3,Homologação,API,Não
2239,2026-01-28,2026-02-01,Crítica,Fechado,Mobile App,Sprint 10,Rafael,110,Média,2,Homologação,Frontend,Não
2240,2026-01-13,2026-01-14,Média,Aberto,Pagamento,Sprint 6,Fernanda,27,Média,2,Homologação,Frontend,Sim
2241,2025-01-22,2025-01-25,Alta,Aberto,Dashboard,Sprint 3,Rafael,74,Média,2,Homologação,API,Sim
2242,2025-06-21,2025-06-22,Crítica,Fechado,Dashboard,Sprint 8,Ana,42,Média,2,Produção,Frontend,Sim
2243,2024-10-14,2024-10-16,Média,Aberto,Dashboard,Sprint 12,Marcos,59,Média,2,Produção,Backend,Sim
2244,2025-05-08,2025-05-10,Alta,Aberto,Mobile App,Sprint 5,Juliana,50,Baixa,1,Produção,Frontend,Sim
2245,2024-10-14,2024-10-16,Alta,Fechado,Dashboard,Sprint 4,Juliana,54,Baixa,1,Produção,Backend,Não
2246,2025-08-07,2025-08-08,Crítica,Aberto,Login,Sprint 11,Carlos,29,Alta,3,Produção,API,Sim
2247,2024-07-27,2024-07-29,Alta,Aberto,Pagamento,Sprint 2,Carlos,64,Alta,3,Homologação,API,Não
2248,2025-02-25,2025-02-25,Alta,Fechado,Pagamento,Sprint 4,Fernanda,12,Alta,3,Homologação,API,Sim
2249,2025-11-05,2025-11-07,Crítica,Fechado,Dashboard,Sprint 11,Juliana,56,Alta,3,Homologação,Frontend,Sim
2250,2025-04-16,2025-04-18,Média,Aberto,Mobile App,Sprint 9,João,64,Baixa,1,Homologação,API,Sim
2251,2024-12-01,2024-12-02,Crítica,Fechado,Pagamento,Sprint 10,João,29,Média,2,Homologação,API,Não
2252,2024-11-28,2024-11-30,Média,Fechado,Login,Sprint 2,Fernanda,53,Baixa,1,Produção,API,Sim
2253,2025-08-20,2025-08-24,Alta,Aberto,API Clientes,Sprint 9,Carlos,119,Alta,3,Produção,Backend,Não
2254,2025-05-26,2025-05-29,Baixa,Aberto,Login,Sprint 3,João,84,Alta,3,Produção,API,Sim
2255,2024-10-21,2024-10-21,Média,Fechado,API Clientes,Sprint 11,Rafael,9,Média,2,Produção,Frontend,Não
